TransactionID,CustomerID,Products,Timestamp
7849,C704,"Bread, Yogurt, Sausage, Egg",2025-02-15
7850,C439,"Detergent, Soap, Banana, Dish Sponge, Water, Rice, Sausage, Beans, Strawberry, Cucumber",2025-02-27
7851,C935,"Milk, Pizza, Honey, Cheese, Rice, Chips, Chicken, Onion, Fish",2025-01-18
7852,C550,"Sausage, Beans, Chips, Apple, Water, Chocolate, Soap, Dish Sponge, Pizza, Butter",2025-02-15
7853,C628,"Yogurt, Cereal, Tomato, Orange, Rice, Flatbread with Meat, Water, Chickpeas",2025-01-01
7854,C555,"Soda, Honey, Egg, Butter",2025-01-14
7855,C522,"Cookie, Pizza, Cheese, Soap, Dumpling, Fish, Honey, Detergent, Apple, Beans",2025-03-01
7856,C288,"Yogurt, Potato, Banana, Dumpling, Butter, Flatbread with Meat, Milk, Cereal, Pizza",2025-03-06
7857,C731,"Chips, Cracker, Chickpeas, Chocolate, Cheese, Dumpling, Sausage, Butter, Banana, Onion",2025-03-16
7858,C957,"Lentil, Dumpling, Milk, Cookie, Minced Meat, Cola, Chickpeas",2025-01-13
7859,C566,"Potato, Egg, Milk, Sausage, Beans, Soap, Shampoo",2025-04-28
7860,C364,"Cookie, Cheese, Chicken, Cereal, Rice, Tomato, Strawberry",2025-01-29
7861,C152,"Water, Shampoo, Cookie, Chips, Apple, Tomato, Rice",2025-02-17
7862,C642,"Yogurt, Tomato, Onion, Banana",2025-02-25
7863,C824,"Chickpeas, Egg, Rice, Flatbread with Meat, Potato, Orange, Lentil, Soda",2025-04-21
7864,C220,"Butter, Yogurt, Dumpling",2025-02-28
7865,C243,"Sausage, Milk, Beans, Butter, Apple, Cucumber",2025-04-26
7866,C539,"Shampoo, Orange, Minced Meat, Chickpeas",2025-03-30
7867,C753,"Chickpeas, Cola, Butter, Dish Sponge, Fish, Potato, Cookie, Soda, Tomato, Sausage",2025-04-02
7868,C191,"Cola, Onion, Chickpeas, Yogurt",2025-01-06
7869,C934,"Cola, Water, Detergent, Cheese, Butter, Strawberry, Milk, Lentil, Fish, Chicken, Cereal",2025-01-18
7870,C422,"Bread, Butter, Tomato, Soap, Detergent, Cola, Chips, Chocolate, Fish, Cereal",2025-01-02
7871,C19,"Shampoo, Soda, Minced Meat, Water, Yogurt, Cola",2025-02-23
7872,C198,"Cheese, Tomato, Chicken, Minced Meat, Water, Soda, Apple",2025-04-26
7873,C917,"Chips, Cucumber, Chickpeas, Cracker, Pizza, Rice, Tomato",2025-01-07
7874,C703,"Water, Yogurt, Ice Cream, Flatbread with Meat, Chickpeas",2025-01-27
7875,C79,"Beans, Cookie, Honey",2025-01-26
7876,C260,"Egg, Sausage, Potato, Shampoo, Pizza, Honey, Strawberry, Chips",2025-03-10
7877,C51,"Soap, Sausage, Minced Meat, Cracker, Chips",2025-04-25
7878,C642,"Chips, Ice Cream, Bread, Flatbread with Meat, Chickpeas, Milk, Dumpling, Butter",2025-04-27
7879,C89,"Chocolate, Cereal, Onion, Yogurt, Sausage, Milk, Fish",2025-02-14
7880,C251,"Butter, Honey, Fish, Soda, Strawberry, Onion, Water, Pizza, Chicken, Chips",2025-04-19
7881,C273,"Chips, Beans, Egg, Potato, Pizza, Tomato, Water, Strawberry, Milk",2025-01-25
7882,C16,"Cola, Shampoo, Dumpling, Minced Meat, Onion, Cookie",2025-04-29
7883,C40,"Bread, Cereal, Soap",2025-01-20
7884,C338,"Egg, Banana, Strawberry, Lentil, Cucumber, Flatbread with Meat, Soap, Beans, Dish Sponge, Rice",2025-03-04
7885,C338,"Lentil, Banana, Cola, Orange, Beans, Soap, Flatbread with Meat, Cereal, Cookie",2025-01-02
7886,C616,"Chickpeas, Cheese, Detergent, Flatbread with Meat, Apple",2025-04-05
7887,C200,"Tomato, Minced Meat, Beans, Milk",2025-01-31
7888,C830,"Dish Sponge, Minced Meat, Chickpeas, Flatbread with Meat, Cookie, Butter, Chips, Beans",2025-03-09
7889,C992,"Pizza, Ice Cream, Sausage, Chickpeas, Banana, Honey",2025-01-22
7890,C251,"Juice, Beans, Milk, Cereal",2025-04-15
7891,C922,"Tomato, Lentil, Ice Cream",2025-03-23
7892,C352,"Potato, Fish, Chips",2025-02-15
7893,C603,"Soap, Rice, Banana, Minced Meat",2025-03-30
7894,C860,"Beans, Pizza, Dish Sponge, Rice, Butter, Soap, Detergent, Cheese, Flatbread with Meat, Potato",2025-04-01
7895,C404,"Egg, Cheese, Cucumber, Onion, Tomato",2025-02-02
7896,C426,"Cracker, Water, Banana, Yogurt, Cola, Potato, Apple, Soda",2025-02-06
7897,C901,"Dumpling, Flatbread with Meat, Water, Chocolate, Juice, Sausage",2025-02-24
7898,C137,"Bread, Chocolate, Egg, Rice",2025-04-11
7899,C943,"Dumpling, Apple, Fish, Minced Meat, Tomato, Lentil, Milk, Cereal",2025-02-04
7900,C930,"Yogurt, Cucumber, Soda, Chicken",2025-01-12
7901,C710,"Yogurt, Fish, Chickpeas, Apple, Potato, Ice Cream, Chips, Bread",2025-03-08
7902,C802,"Cookie, Yogurt, Chips, Bread, Milk, Soap, Flatbread with Meat, Cereal",2025-04-16
7903,C701,"Beans, Yogurt, Butter, Milk, Fish, Water, Chickpeas",2025-03-21
7904,C623,"Minced Meat, Onion, Chickpeas, Cheese, Chicken",2025-01-26
7905,C422,"Detergent, Dish Sponge, Pizza, Soap, Honey, Ice Cream, Banana",2025-01-05
7906,C397,"Cookie, Cereal, Minced Meat, Chips, Orange, Butter, Flatbread with Meat, Shampoo, Onion, Milk",2025-01-08
7907,C934,"Dish Sponge, Minced Meat, Sausage, Cereal, Milk, Strawberry, Chicken, Honey, Juice, Chocolate",2025-03-29
7908,C789,"Lentil, Yogurt, Water, Cracker",2025-04-02
7909,C978,"Sausage, Chicken, Cracker, Rice, Chickpeas",2025-04-19
7910,C396,"Bread, Butter, Juice, Chicken, Tomato, Orange, Ice Cream, Cracker",2025-03-05
7911,C267,"Cheese, Lentil, Ice Cream, Detergent, Juice",2025-01-26
7912,C4,"Rice, Sausage, Fish, Banana, Orange, Apple, Lentil, Beans, Potato",2025-02-20
7913,C661,"Egg, Cucumber, Soap",2025-03-14
7914,C369,"Juice, Minced Meat, Chips, Beans",2025-02-13
7915,C900,"Strawberry, Cereal, Banana, Soda, Tomato",2025-04-30
7916,C463,"Beans, Water, Cereal",2025-03-15
7917,C988,"Rice, Cola, Cheese, Tomato, Flatbread with Meat, Chickpeas, Chips, Juice, Banana",2025-04-15
7918,C399,"Cucumber, Potato, Chickpeas, Chips, Pizza, Bread, Shampoo, Fish, Cracker",2025-03-10
7919,C292,"Yogurt, Beans, Chickpeas, Pizza, Ice Cream, Potato, Apple",2025-02-11
7920,C40,"Banana, Dumpling, Strawberry, Dish Sponge, Shampoo",2025-04-23
7921,C827,"Fish, Cookie, Chips, Minced Meat, Dumpling, Beans, Honey, Ice Cream, Lentil",2025-03-23
7922,C210,"Water, Chickpeas, Honey, Detergent, Cheese, Dumpling, Potato, Onion, Lentil",2025-04-17
7923,C866,"Cola, Cereal, Chocolate",2025-01-29
7924,C141,"Strawberry, Pizza, Detergent, Chickpeas, Minced Meat, Chips, Dumpling",2025-03-07
7925,C371,"Sausage, Detergent, Egg, Chicken, Potato",2025-02-03
7926,C993,"Cracker, Chocolate, Chickpeas, Rice",2025-04-04
7927,C324,"Lentil, Juice, Shampoo, Chips, Yogurt, Cola, Onion",2025-03-22
7928,C666,"Dish Sponge, Banana, Lentil, Soda, Egg",2025-04-25
7929,C142,"Butter, Rice, Bread, Juice, Cucumber, Soap, Lentil, Chips, Chickpeas",2025-03-17
7930,C854,"Dish Sponge, Yogurt, Orange, Honey, Juice, Fish",2025-03-15
7931,C820,"Ice Cream, Soap, Lentil, Cracker, Egg, Yogurt, Beans, Rice, Dumpling, Cola",2025-03-28
7932,C611,"Onion, Chickpeas, Tomato, Milk, Cereal",2025-01-24
7933,C150,"Water, Flatbread with Meat, Tomato, Soap",2025-03-08
7934,C174,"Potato, Chicken, Milk, Strawberry, Cereal, Yogurt, Tomato, Cola, Cracker",2025-03-16
7935,C594,"Detergent, Egg, Water, Dish Sponge, Chicken, Strawberry, Chips, Chocolate",2025-01-19
7936,C30,"Chips, Milk, Juice, Chocolate, Strawberry, Banana, Honey, Butter, Sausage",2025-03-04
7937,C249,"Cheese, Cracker, Chicken, Beans, Dish Sponge, Soda",2025-01-06
7938,C102,"Fish, Butter, Rice, Apple, Dumpling, Beans",2025-02-12
7939,C715,"Cucumber, Juice, Onion, Rice, Tomato, Soap",2025-01-31
7940,C723,"Banana, Potato, Apple, Juice, Chocolate, Ice Cream, Lentil, Minced Meat, Dumpling, Flatbread with Meat",2025-04-01
7941,C214,"Yogurt, Strawberry, Rice",2025-04-09
7942,C19,"Ice Cream, Honey, Water, Butter, Chicken",2025-01-03
7943,C86,"Water, Flatbread with Meat, Lentil, Banana, Milk, Cheese, Cucumber, Cereal",2025-03-23
7944,C910,"Butter, Detergent, Sausage, Juice, Fish, Cereal, Milk, Tomato, Egg",2025-01-31
7945,C714,"Cracker, Soda, Cookie, Minced Meat, Fish, Dumpling, Ice Cream, Flatbread with Meat, Soap",2025-03-21
7946,C624,"Soap, Fish, Bread, Ice Cream, Dumpling, Detergent, Minced Meat, Chocolate",2025-02-25
7947,C678,"Dumpling, Cheese, Cola, Cookie, Chips, Flatbread with Meat, Orange, Minced Meat, Sausage, Cracker",2025-04-20
7948,C403,"Dumpling, Cereal, Pizza, Sausage, Chocolate, Rice, Cheese, Water, Chickpeas",2025-03-23
7949,C511,"Cola, Chicken, Shampoo, Chickpeas, Strawberry",2025-04-18
7950,C702,"Chickpeas, Milk, Dish Sponge, Cucumber, Beans, Rice, Yogurt, Orange, Cereal",2025-02-14
7951,C875,"Cracker, Dish Sponge, Sausage, Orange, Chips, Ice Cream, Detergent, Bread, Chocolate",2025-03-10
7952,C439,"Detergent, Flatbread with Meat, Lentil, Beans, Onion, Tomato, Dumpling, Rice",2025-02-19
7953,C837,"Pizza, Lentil, Cola, Cereal, Strawberry, Tomato, Ice Cream, Egg",2025-02-09
7954,C756,"Banana, Sausage, Juice",2025-02-17
7955,C994,"Shampoo, Cracker, Soda, Pizza, Butter, Fish, Chickpeas, Sausage",2025-04-12
7956,C464,"Egg, Honey, Bread, Chickpeas",2025-03-31
7957,C636,"Dumpling, Chocolate, Cola, Strawberry, Water, Onion, Banana, Pizza, Lentil",2025-02-18
7958,C456,"Cucumber, Yogurt, Pizza, Cracker, Tomato, Milk, Cereal",2025-03-06
7959,C174,"Apple, Potato, Flatbread with Meat, Tomato, Cola",2025-02-14
7960,C134,"Juice, Shampoo, Cheese, Ice Cream, Dumpling",2025-02-11
7961,C442,"Sausage, Soda, Minced Meat, Cola, Chips, Egg, Milk, Soap, Cookie, Orange",2025-03-25
7962,C136,"Minced Meat, Flatbread with Meat, Chips, Onion, Soda",2025-04-16
7963,C261,"Rice, Orange, Bread, Dish Sponge, Cheese, Lentil",2025-02-28
7964,C432,"Chips, Soda, Chickpeas, Juice, Orange",2025-02-09
7965,C140,"Ice Cream, Shampoo, Milk",2025-02-21
7966,C622,"Pizza, Cucumber, Honey, Soda",2025-04-18
7967,C673,"Bread, Butter, Chicken, Strawberry",2025-01-22
7968,C301,"Sausage, Pizza, Cheese, Beans, Onion, Milk, Cookie, Orange, Shampoo, Yogurt, Cereal",2025-04-21
7969,C460,"Bread, Strawberry, Water",2025-03-23
7970,C734,"Cucumber, Lentil, Shampoo, Beans, Chips, Dish Sponge, Cheese, Minced Meat, Cereal",2025-04-06
7971,C895,"Flatbread with Meat, Rice, Apple, Yogurt",2025-01-19
7972,C353,"Ice Cream, Chickpeas, Fish, Cola, Chicken, Cracker",2025-03-15
7973,C363,"Water, Soap, Cereal, Lentil, Chickpeas, Chips, Onion",2025-04-01
7974,C220,"Water, Soda, Ice Cream, Cheese, Pizza, Sausage, Chicken, Honey",2025-04-10
7975,C146,"Honey, Cheese, Lentil, Onion, Fish",2025-02-06
7976,C595,"Potato, Chocolate, Cracker, Cucumber, Chicken, Lentil, Soda",2025-03-18
7977,C318,"Orange, Fish, Lentil, Banana, Yogurt, Soda",2025-04-29
7978,C474,"Chickpeas, Chocolate, Cracker, Cola, Milk, Pizza, Minced Meat, Banana, Potato, Cereal",2025-03-27
7979,C855,"Fish, Strawberry, Cracker, Orange, Milk, Chickpeas, Water, Apple, Cereal",2025-02-11
7980,C307,"Yogurt, Pizza, Potato",2025-03-17
7981,C687,"Cracker, Apple, Egg",2025-02-22
7982,C708,"Orange, Pizza, Soap, Milk, Strawberry, Lentil, Beans, Minced Meat, Chickpeas",2025-03-19
7983,C587,"Ice Cream, Honey, Juice, Fish, Chocolate",2025-01-01
7984,C47,"Strawberry, Chips, Bread, Dish Sponge",2025-02-20
7985,C853,"Ice Cream, Fish, Dish Sponge, Cookie, Butter, Cheese, Chicken, Orange",2025-04-08
7986,C55,"Cola, Dumpling, Pizza, Flatbread with Meat, Lentil, Cucumber, Apple, Chicken, Cheese",2025-01-10
7987,C472,"Fish, Banana, Yogurt, Onion",2025-04-11
7988,C597,"Pizza, Milk, Banana, Minced Meat, Dish Sponge, Egg, Bread, Onion, Dumpling, Cola, Cereal",2025-04-02
7989,C366,"Cola, Beans, Strawberry, Chocolate",2025-03-08
7990,C664,"Detergent, Butter, Yogurt, Apple, Potato, Cracker, Strawberry, Cereal, Shampoo",2025-02-15
7991,C332,"Shampoo, Detergent, Cheese, Orange, Soda, Water, Cookie, Butter, Soap, Egg",2025-02-24
7992,C417,"Tomato, Flatbread with Meat, Chips, Cola, Detergent",2025-03-31
7993,C246,"Milk, Juice, Beans, Dumpling, Honey, Orange",2025-03-18
7994,C727,"Banana, Minced Meat, Honey, Yogurt, Beans, Soap, Fish, Chips, Cereal, Juice",2025-03-22
7995,C195,"Potato, Fish, Chicken, Butter, Cereal, Dumpling, Egg",2025-03-25
7996,C406,"Flatbread with Meat, Milk, Strawberry, Minced Meat, Cracker, Water, Cucumber, Chocolate",2025-04-01
7997,C860,"Bread, Potato, Beans, Egg, Pizza, Honey",2025-02-28
7998,C841,"Chickpeas, Lentil, Chocolate, Shampoo",2025-03-10
7999,C790,"Sausage, Bread, Honey, Shampoo, Chips, Onion, Detergent",2025-03-19
8000,C481,"Cracker, Chocolate, Minced Meat, Lentil, Rice, Sausage, Dumpling, Ice Cream, Strawberry",2025-04-15
8001,C772,"Cola, Cereal, Cracker",2025-02-23
8002,C541,"Dumpling, Chickpeas, Sausage, Yogurt, Cola, Honey, Butter",2025-04-16
8003,C185,"Onion, Milk, Detergent, Cereal, Bread",2025-01-30
8004,C132,"Fish, Lentil, Cookie, Chocolate, Yogurt, Minced Meat, Egg",2025-01-15
8005,C573,"Chicken, Cola, Soap",2025-04-28
8006,C199,"Potato, Water, Flatbread with Meat, Cracker, Butter, Strawberry, Soda, Dumpling, Chocolate",2025-02-08
8007,C614,"Dumpling, Cookie, Flatbread with Meat, Detergent, Strawberry",2025-01-26
8008,C978,"Onion, Honey, Sausage, Cookie, Chickpeas, Minced Meat, Soap, Dish Sponge, Egg",2025-02-18
8009,C182,"Dish Sponge, Juice, Lentil, Chips, Minced Meat, Dumpling, Tomato, Chicken",2025-02-06
8010,C348,"Bread, Cookie, Banana, Water, Cracker, Lentil, Soda",2025-01-25
8011,C199,"Soda, Detergent, Chips, Rice, Chicken, Juice, Cereal, Beans, Cracker",2025-03-05
8012,C450,"Bread, Minced Meat, Egg, Orange, Soda, Cracker, Beans",2025-02-19
8013,C497,"Dish Sponge, Chocolate, Cereal, Soap",2025-02-15
8014,C44,"Chocolate, Dish Sponge, Flatbread with Meat",2025-02-27
8015,C548,"Onion, Chicken, Dish Sponge, Cola, Soap, Water, Pizza, Chickpeas, Egg, Milk, Cereal",2025-02-21
8016,C197,"Beans, Cucumber, Juice, Apple, Chickpeas, Yogurt",2025-03-09
8017,C809,"Cola, Detergent, Flatbread with Meat, Chips, Soda, Dumpling, Rice, Cereal, Sausage",2025-03-21
8018,C266,"Soap, Shampoo, Cheese, Lentil",2025-03-22
8019,C484,"Chicken, Butter, Juice, Apple, Milk, Detergent, Cereal",2025-04-16
8020,C845,"Milk, Chocolate, Soda, Beans, Cucumber, Cereal",2025-01-24
8021,C14,"Chips, Cucumber, Soap, Water, Dumpling, Dish Sponge",2025-04-24
8022,C969,"Minced Meat, Chips, Potato, Beans, Soap",2025-02-06
8023,C840,"Flatbread with Meat, Cookie, Sausage, Potato, Milk, Shampoo, Bread, Dish Sponge, Chickpeas, Soap",2025-04-05
8024,C539,"Cheese, Orange, Cola, Sausage, Dumpling",2025-04-06
8025,C264,"Cheese, Lentil, Apple",2025-02-12
8026,C728,"Soap, Beans, Dumpling, Milk, Cookie, Cereal",2025-01-15
8027,C355,"Detergent, Water, Cracker, Pizza, Cookie, Chickpeas",2025-03-24
8028,C259,"Soap, Apple, Cereal, Beans, Flatbread with Meat",2025-01-02
8029,C234,"Bread, Dumpling, Lentil, Juice, Fish, Chocolate, Potato",2025-04-06
8030,C433,"Soda, Cookie, Cracker, Bread, Dumpling, Onion, Chocolate",2025-02-21
8031,C284,"Detergent, Cracker, Tomato",2025-04-19
8032,C315,"Rice, Orange, Pizza",2025-03-20
8033,C814,"Cheese, Lentil, Orange, Butter, Pizza, Minced Meat",2025-02-25
8034,C593,"Soap, Bread, Detergent, Cucumber, Butter, Shampoo, Sausage, Ice Cream",2025-01-28
8035,C438,"Cereal, Butter, Shampoo, Soda, Chocolate, Orange, Cucumber, Apple",2025-02-28
8036,C440,"Onion, Dish Sponge, Dumpling",2025-02-27
8037,C340,"Chickpeas, Yogurt, Rice, Flatbread with Meat, Cracker",2025-02-27
8038,C352,"Chips, Cola, Juice, Minced Meat, Cookie",2025-03-02
8039,C354,"Tomato, Cheese, Apple, Fish, Cereal, Ice Cream, Beans, Chickpeas",2025-02-10
8040,C348,"Beans, Fish, Juice, Onion",2025-04-21
8041,C806,"Cheese, Butter, Flatbread with Meat, Chicken, Ice Cream, Cola, Dumpling",2025-03-06
8042,C196,"Lentil, Rice, Pizza, Banana",2025-03-14
8043,C145,"Water, Shampoo, Yogurt, Cucumber, Cereal, Milk, Beans, Rice",2025-03-23
8044,C16,"Shampoo, Strawberry, Soap, Minced Meat, Dish Sponge",2025-02-11
8045,C783,"Potato, Tomato, Orange, Fish, Detergent, Yogurt",2025-04-30
8046,C225,"Cheese, Rice, Chicken, Cucumber, Lentil",2025-03-16
8047,C988,"Ice Cream, Fish, Banana, Chicken, Honey, Detergent, Chickpeas, Soap, Cola",2025-04-27
8048,C210,"Cucumber, Pizza, Honey, Bread, Egg",2025-04-01
8049,C62,"Soap, Chicken, Beans",2025-04-03
8050,C398,"Cheese, Soda, Juice, Onion, Detergent, Banana, Sausage",2025-04-18
8051,C781,"Strawberry, Chicken, Juice, Dumpling, Banana, Tomato, Cheese, Honey, Cola",2025-03-24
8052,C588,"Apple, Strawberry, Cola, Bread",2025-04-02
8053,C221,"Cola, Detergent, Sausage, Strawberry",2025-01-23
8054,C598,"Chickpeas, Apple, Lentil, Cracker, Dumpling",2025-03-23
8055,C131,"Dumpling, Bread, Apple, Ice Cream, Minced Meat, Chips, Shampoo, Cola",2025-04-24
8056,C967,"Bread, Minced Meat, Strawberry, Milk, Cracker, Tomato, Water, Cereal",2025-03-01
8057,C957,"Potato, Butter, Orange, Egg, Yogurt, Sausage, Soap",2025-02-05
8058,C256,"Detergent, Water, Cola, Soap, Chips, Ice Cream",2025-03-10
8059,C873,"Beans, Lentil, Cracker, Shampoo, Dish Sponge",2025-03-08
8060,C519,"Beans, Butter, Fish, Cucumber, Ice Cream, Egg, Lentil",2025-04-15
8061,C144,"Soap, Pizza, Yogurt, Cookie, Orange, Cucumber, Tomato, Chicken, Honey",2025-01-15
8062,C548,"Onion, Apple, Strawberry, Chips, Fish, Cheese, Soda, Honey",2025-02-12
8063,C849,"Cookie, Cola, Shampoo, Tomato",2025-03-30
8064,C375,"Yogurt, Soap, Chocolate, Soda, Cereal",2025-04-02
8065,C203,"Orange, Bread, Honey, Cheese, Dish Sponge, Flatbread with Meat, Chocolate, Beans, Detergent",2025-04-01
8066,C450,"Cereal, Beans, Chocolate, Rice, Bread, Cracker, Pizza",2025-02-20
8067,C875,"Cola, Cheese, Minced Meat, Pizza, Dish Sponge, Juice, Beans, Onion",2025-03-22
8068,C665,"Detergent, Flatbread with Meat, Yogurt, Banana, Chickpeas, Chips",2025-02-22
8069,C23,"Pizza, Soda, Potato, Shampoo, Cracker, Water, Yogurt, Detergent, Minced Meat",2025-01-13
8070,C128,"Flatbread with Meat, Dumpling, Cookie, Butter, Cheese, Minced Meat, Milk, Cereal",2025-03-26
8071,C548,"Juice, Orange, Egg, Soda, Yogurt, Tomato, Milk, Cereal",2025-02-25
8072,C962,"Orange, Cheese, Soap, Bread, Soda, Chickpeas, Egg",2025-02-15
8073,C777,"Orange, Chips, Cheese, Yogurt, Minced Meat",2025-01-12
8074,C584,"Strawberry, Sausage, Potato, Shampoo, Milk, Soda",2025-04-08
8075,C732,"Juice, Butter, Orange, Onion, Beans, Cucumber, Flatbread with Meat, Shampoo, Cola",2025-02-07
8076,C128,"Ice Cream, Cola, Honey, Tomato, Yogurt",2025-04-04
8077,C952,"Apple, Cheese, Minced Meat, Water, Detergent, Cracker, Cucumber, Yogurt, Ice Cream",2025-01-29
8078,C409,"Lentil, Water, Soap, Detergent, Cracker, Yogurt, Egg, Pizza",2025-04-25
8079,C107,"Dumpling, Apple, Bread, Chicken, Dish Sponge, Chips, Orange, Tomato, Potato",2025-04-10
8080,C723,"Dumpling, Yogurt, Beans, Soda, Ice Cream, Fish, Milk, Shampoo, Pizza, Cereal",2025-01-27
8081,C909,"Detergent, Orange, Water, Cheese",2025-04-09
8082,C897,"Bread, Dish Sponge, Egg, Ice Cream, Strawberry",2025-03-25
8083,C11,"Lentil, Water, Pizza, Banana, Honey",2025-03-29
8084,C881,"Soda, Cracker, Banana, Milk, Potato, Butter, Juice, Cereal, Chips",2025-02-18
8085,C271,"Milk, Lentil, Juice, Cereal",2025-03-17
8086,C737,"Onion, Dumpling, Flatbread with Meat, Chips",2025-03-23
8087,C729,"Flatbread with Meat, Water, Onion, Cracker, Egg, Apple, Minced Meat, Rice",2025-03-29
8088,C983,"Dumpling, Minced Meat, Ice Cream, Dish Sponge, Beans, Cookie, Fish, Tomato, Butter",2025-01-11
8089,C222,"Beans, Bread, Cookie, Cucumber, Lentil",2025-03-10
8090,C533,"Chips, Strawberry, Chicken, Juice",2025-04-05
8091,C233,"Cucumber, Potato, Egg, Shampoo, Dumpling, Cereal, Lentil, Beans",2025-04-18
8092,C479,"Minced Meat, Orange, Shampoo, Beans, Soap, Juice",2025-03-05
8093,C42,"Fish, Lentil, Water, Cola, Potato, Detergent, Cookie",2025-03-16
8094,C93,"Bread, Dish Sponge, Water, Onion",2025-03-23
8095,C777,"Minced Meat, Cola, Ice Cream, Detergent, Lentil, Tomato, Fish, Potato, Apple, Honey",2025-04-18
8096,C296,"Dish Sponge, Apple, Water",2025-04-16
8097,C217,"Chicken, Flatbread with Meat, Milk",2025-02-15
8098,C809,"Beans, Water, Dish Sponge, Chips, Juice, Dumpling",2025-01-06
8099,C654,"Shampoo, Butter, Chips",2025-02-15
8100,C771,"Chicken, Honey, Rice, Ice Cream, Onion, Potato, Butter, Detergent, Beans, Water",2025-01-19
8101,C536,"Minced Meat, Tomato, Butter, Orange, Chocolate, Chicken, Soap, Pizza, Banana, Dumpling",2025-02-23
8102,C678,"Yogurt, Detergent, Soap, Cereal, Tomato, Dumpling, Flatbread with Meat, Beans",2025-02-25
8103,C840,"Rice, Cheese, Milk",2025-01-09
8104,C498,"Juice, Soap, Beans, Chocolate, Fish, Butter, Honey, Potato, Pizza, Milk, Cereal",2025-03-13
8105,C236,"Sausage, Cola, Butter, Flatbread with Meat",2025-03-01
8106,C314,"Strawberry, Tomato, Orange, Chickpeas, Potato",2025-03-21
8107,C834,"Chips, Chocolate, Butter, Fish, Banana, Yogurt, Flatbread with Meat, Honey, Apple, Sausage",2025-01-11
8108,C704,"Minced Meat, Dumpling, Flatbread with Meat, Chips, Dish Sponge, Rice, Cheese, Honey, Cereal, Chocolate",2025-01-25
8109,C542,"Detergent, Apple, Juice, Cheese, Soda",2025-01-28
8110,C145,"Chickpeas, Bread, Cracker",2025-01-10
8111,C372,"Chicken, Banana, Dish Sponge, Flatbread with Meat, Minced Meat, Cheese, Yogurt, Soap, Apple, Sausage",2025-03-19
8112,C946,"Potato, Flatbread with Meat, Butter",2025-04-29
8113,C717,"Chocolate, Lentil, Apple, Soap",2025-03-02
8114,C14,"Pizza, Soda, Tomato, Dish Sponge, Cracker, Chips, Chickpeas, Minced Meat",2025-01-15
8115,C497,"Banana, Egg, Cucumber, Yogurt, Butter, Chickpeas, Soda, Juice",2025-04-04
8116,C993,"Apple, Bread, Chips, Cheese, Honey, Cola, Ice Cream, Sausage",2025-04-06
8117,C774,"Tomato, Yogurt, Cheese, Orange, Water, Flatbread with Meat, Soda, Potato, Juice",2025-01-24
8118,C164,"Chocolate, Strawberry, Potato, Cracker, Minced Meat, Chicken, Dish Sponge, Flatbread with Meat, Cookie",2025-03-04
8119,C820,"Soda, Yogurt, Cracker, Lentil, Cookie, Sausage, Beans, Rice",2025-04-29
8120,C333,"Juice, Milk, Banana, Flatbread with Meat, Rice, Apple, Cheese, Honey, Beans",2025-01-16
8121,C773,"Dish Sponge, Milk, Orange, Egg, Cheese, Soap, Flatbread with Meat, Yogurt, Honey, Tomato, Cereal",2025-03-14
8122,C448,"Shampoo, Chickpeas, Chicken, Potato, Minced Meat, Dish Sponge, Banana, Onion, Bread, Cola",2025-04-14
8123,C65,"Pizza, Chocolate, Cola, Orange, Ice Cream, Flatbread with Meat",2025-02-05
8124,C316,"Tomato, Minced Meat, Egg, Chicken, Onion, Pizza, Lentil, Banana",2025-03-05
8125,C628,"Cracker, Bread, Cola, Honey",2025-03-07
8126,C932,"Detergent, Dish Sponge, Cracker, Chocolate",2025-02-17
8127,C772,"Chickpeas, Rice, Chips, Cheese",2025-01-13
8128,C852,"Dumpling, Egg, Bread",2025-04-14
8129,C716,"Dish Sponge, Minced Meat, Water, Yogurt, Cheese, Soda, Honey",2025-03-20
8130,C655,"Chicken, Cola, Detergent, Strawberry, Honey, Dish Sponge, Soda, Onion, Water, Beans",2025-02-15
8131,C619,"Shampoo, Cola, Chicken, Egg, Cereal, Flatbread with Meat, Rice, Dish Sponge, Ice Cream, Dumpling",2025-01-02
8132,C9,"Cracker, Apple, Ice Cream, Pizza, Shampoo, Lentil, Cheese",2025-01-08
8133,C1000,"Dish Sponge, Strawberry, Egg, Butter, Ice Cream, Minced Meat, Juice, Chips, Chicken",2025-03-05
8134,C20,"Ice Cream, Banana, Sausage, Cereal, Beans",2025-03-20
8135,C174,"Rice, Chicken, Cucumber, Soda, Onion",2025-01-29
8136,C541,"Water, Minced Meat, Dish Sponge, Chocolate, Chicken",2025-03-04
8137,C463,"Tomato, Chocolate, Soap, Yogurt, Strawberry, Orange, Water, Minced Meat, Apple, Shampoo",2025-02-08
8138,C179,"Chips, Soap, Cereal, Beans, Yogurt, Sausage",2025-03-22
8139,C590,"Rice, Sausage, Cola, Detergent, Dish Sponge",2025-04-05
8140,C937,"Pizza, Soap, Cereal, Butter, Chips",2025-03-12
8141,C566,"Cookie, Chips, Cracker, Fish, Ice Cream, Cucumber, Cereal",2025-03-30
8142,C295,"Dumpling, Beans, Cucumber, Apple, Banana",2025-03-13
8143,C503,"Rice, Apple, Dumpling, Soda, Milk",2025-04-09
8144,C711,"Detergent, Cookie, Dumpling, Ice Cream, Honey, Tomato, Pizza, Juice, Egg, Chips",2025-04-04
